title,brand,product name,keywords,new_price,old_price,discount,shades,rating_count,review_count,weight,weight_ml,weight_g,item,subitem,rating
"Swiss Beauty Cream It Up Blusher With Shea Butter , Multi-Fu...",Swiss,"Beauty Cream It Up Blusher With Shea Butter , Multi-Fu...",,275,299,0.08,5,8936,733,10ml,10,,Blush,Face,4.4
L.A Girl HD Pro Conceal,L.A,Girl HD Pro Conceal,,725,795,0.09,30,1273999,5540,8gm,,8,Concealer,Face,4.4
Renee Cosmetics Bollywood Filter Face Primer,Renee,Cosmetics Bollywood Filter Face Primer,,399,450,0.11,,32074,870,15g,,15,Face Primer,Face,4.3
Kay Beauty Matte Blush,Kay,Beauty Matte Blush,,674,899,0.25,6,102438,1664,8.5gm,,8.5,Blush,Face,4.5
M.A.C Studio Fix Fluid Mini,M.A.C,Studio Fix Fluid Mini,,2250,,,10,203193,1079,15ml,15,,Foundation,Face,4.4
Praush Beauty Celestial Super Soft Makeup Sponge - Pink,Praush,Beauty Celestial Super Soft Makeup Sponge - Pink,,506,550,0.08,,5232,455,1 Pcs,,,Sponges & Applicators,Tools & Brushes,4.6
Swiss Beauty Hydra Eye Serum Patches For Dark Circles And Pu...,Swiss,Beauty Hydra Eye Serum Patches For Dark Circles And Pu...,,321,349,0.08,3,17040,717,60 Patches,,,Eye Masks,Eye Care,4.3
Nykaa Ultra Matte Lipstick,Nykaa,Ultra Matte Lipstick,,422,649,0.35,19,227807,3631,4g,,4,Lipstick,Lips,4.3
Smashbox Halo Healthy Glow All-In-One Tinted Moisturizer Fou...,Smashbox,Halo Healthy Glow All-In-One Tinted Moisturizer Fou...,,1750,,,5,2131,277,12ml,12,,Foundation,Face,4.4
Lakme Unreal Blur Perfect Face Primer,Lakme,Unreal Blur Perfect Face Primer,,719,899,0.20,3,154436,5479,30ml,30,,Face Primer,Face,4.4
Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,Faces,Canada Ultime Pro Hd Intense Matte Lips + Primer,,625,849,0.26,25,742145,5558,1.4g,,1.4,Lipstick,Lips,4.5
Charlotte Tilbury Big Lip Plumpgasm,Charlotte,Tilbury Big Lip Plumpgasm,BEST IN BEAUTY,3650,,,3,304,86,5.5ml,5.5,,Liquid Lipstick,Lips,4.5
"Swiss Beauty Professional Face & Eye Brush, Soft Synthetic B...",Swiss,"Beauty Professional Face & Eye Brush, Soft Synthetic B...",,1104,1299,0.15,,11550,854,6 pcs,,,Face Brush,Tools & Brushes,4.5
Garnier Skin Naturals Micellar Oil-Infused Cleansing Water F...,Garnier,Skin Naturals Micellar Oil-Infused Cleansing Water F...,,248,275,0.10,,94068,4555,125ml,125,,Makeup Remover,Face,4.6
Charmacy Milano Matte Foundation,Charmacy,Milano Matte Foundation,,1011,1099,0.08,12,15619,714,30ml,30,,Foundation,Face,4.2
Nykaa GLAMOReyes Waterproof & Smudgeproof Colored Kajal Eyel...,Nykaa,GLAMOReyes Waterproof & Smudgeproof Colored Kajal Eyel...,,239,299,0.20,5,5273,436,0.3g,,0.3,Eyeliner,Eyes,4.2
House Of Makeup Face Anything Luminous Skin Tint For Glass S...,House,Of Makeup Face Anything Luminous Skin Tint For Glass S...,,719,799,0.10,12,1606,223,35ml,35,,Tinted Moisturizer,Face,4.3
"Lakme 9 To 5 Powerplay Priming Foundation, Built In Primer, ...",Lakme,"9 To 5 Powerplay Priming Foundation, Built In Primer, ...",,489,699,0.30,16,831352,3329,25ml,25,,Foundation,Face,4.4
M.A.C Strobe Cream Illuminating Moisturizer & Liquid Highlig...,M.A.C,Strobe Cream Illuminating Moisturizer & Liquid Highlig...,,4200,,,3,33144,772,50ml,50,,Highlighters,Face,4.5
MARS Its Glow Clock Primer Griping Glow,MARS,Its Glow Clock Primer Griping Glow,,379,399,0.05,,1673,296,30ml,30,,Face Primer,Face,4.5
"Swiss Beauty 3 In 1 Eyeliner, Eyebrow Filler and Kajal , 24-...",Swiss,"Beauty 3 In 1 Eyeliner, Eyebrow Filler and Kajal , 24-...",,395,429,0.08,2,31159,1068,7gm,,7,Eyeliner,Eyes,4.4
FAE Beauty Lip Whip 12H Matte Liquid Lipstick,FAE,Beauty Lip Whip 12H Matte Liquid Lipstick,,585,650,0.10,21,8280,1168,10ml,10,,Liquid Lipstick,Lips,4.3
Love Earth Liquid Mousse Matte Lipstick - Pack of 9,Love,Earth Liquid Mousse Matte Lipstick - Pack of 9,,699,1999,0.65,2,27054,1235,2ml Each,2,,Liquid Lipstick,Lips,4.3
Nykaa Lip Glaze High Shine and Pigment Lip Gloss Oil Lip Gla...,Nykaa,Lip Glaze High Shine and Pigment Lip Gloss Oil Lip Gla...,,419,599,0.30,6,2395,500,7ml,7,,Lip Gloss,Lips,4.3
Insight Cosmetics 3 In 1 Long Lasting Primer,Insight,Cosmetics 3 In 1 Long Lasting Primer,,323,340,0.05,,138176,3967,30ml,30,,Face Primer,Face,4.4
Kay Beauty Eyeshadow Palette - Carefree,Kay,Beauty Eyeshadow Palette - Carefree,,1104,1299,0.15,3,37160,800,10g,,10,Eye Shadow,Eyes,4.5
Maybelline New York Super Stay Flex Powder Foundation Compac...,Maybelline,New York Super Stay Flex Powder Foundation Compac...,,639,710,0.10,8,1017,537,9g,,9,Compact,Face,4.6
Sotrue Strobe Illuminating Cream + Moisturizer With Hyaluron...,Sotrue,Strobe Illuminating Cream + Moisturizer With Hyaluron...,,290,349,0.17,,5787,206,30g,,30,Highlighters,Face,4.1
PAC Studio HD Liquid Mini Foundation,PAC,Studio HD Liquid Mini Foundation,NEW,375,395,0.05,13,309,70,9ml,9,,Foundation,Face,4.5
Faces Canada Makeup Fixer Setting Spray,Faces,Canada Makeup Fixer Setting Spray,,299,349,0.14,,77294,2262,50 ml,50,,Setting Spray,Face,4.3
Kay Beauty Smudgeproof Jet Black Gel Kajal - Onyx,Kay,Beauty Smudgeproof Jet Black Gel Kajal - Onyx,,536,595,0.10,,8141,1184,1.2g,,1.2,Kajal,Eyes,4.3
M.A.C Retro Matte Liquid Lipcolour,M.A.C,Retro Matte Liquid Lipcolour,,2800,,,8,131486,938,5ml,5,,Liquid Lipstick,Lips,4.5
Earth Rhythm Tender Tint For Lip & Cheek With Pure Plant Pig...,Earth,Rhythm Tender Tint For Lip & Cheek With Pure Plant Pig...,,324,499,0.35,7,50455,2368,5ml,5,,Lip Tint,Lips,4.3
PAC Micro Finish Makeup Fixer Spray - Quick Drying Microfine...,PAC,Micro Finish Makeup Fixer Spray - Quick Drying Microfine...,,1175,,,,16653,1226,120ml,120,,Setting Spray,Face,4.5
TIRTIR Mask Fit Red Mini Cushion Foundation,TIRTIR,Mask Fit Red Mini Cushion Foundation,BEST IN BEAUTY,1200,,,25,1706,423,4.5g,,4.5,Foundation,Face,4.4
Faces Canada Magneteyes Kajal,Faces,Canada Magneteyes Kajal,,155,189,0.18,5,107019,5692,0.35g,,0.35,Kajal,Eyes,4.4
Kay Beauty Matte Drama Long Stay Lipstick,Kay,Beauty Matte Drama Long Stay Lipstick,,749,999,0.25,21,353525,1698,4.2g,,4.2,Lipstick,Lips,4.3
Nykaa Glitter Nail Enamel,Nykaa,Glitter Nail Enamel,,212,249,0.15,8,10307,1084,9ml,9,,Nail Polish,Nails,4.4
"Maybelline New York Color Sensational Ultimattes Lipstick, M...",Maybelline,"New York Color Sensational Ultimattes Lipstick, M...",,454,699,0.35,13,49336,2162,1.7 g,,1.7,Lipstick,Lips,4.3
MARS SPF 50 PA++++ Cancel Concealer,MARS,SPF 50 PA++++ Cancel Concealer,,237,249,0.05,8,1356,298,6ml,6,,Concealer,Face,4.5
"Swiss Beauty Holographic Eyeliner , Multi Chrome Effect , Wa...",Swiss,"Beauty Holographic Eyeliner , Multi Chrome Effect , Wa...",BEST IN BEAUTY,413,449,0.08,6,10521,1280,0.2 g,,0.2,Eyeliner,Eyes,4.5
Benefit Cosmetics Benetint Lip & Cheek Tint - Raspberry,Benefit,Cosmetics Benetint Lip & Cheek Tint - Raspberry,,2450,,,3,9190,817,6ml,6,,Lip Tint,Lips,4.3
Insight Cosmetics Lip & Cheek Tint,Insight,Cosmetics Lip & Cheek Tint,,112,115,0.03,6,31366,2187,3g,,3,Blush,Face,4.3
"Maybelline New York Fit Me Loose Finishing Powder, Silky & L...",Maybelline,"New York Fit Me Loose Finishing Powder, Silky & L...",,639,710,0.10,4,143290,3642,20g,,20,Loose Powder,Face,4.5
MARS Drip Lip Mist,MARS,Drip Lip Mist,,299,329,0.09,8,2109,578,4.5ml,4.5,,Lip Gloss,Lips,4.4
Kay Beauty Intense Black 24H Kajal Eyeliner Duo,Kay,Beauty Intense Black 24H Kajal Eyeliner Duo,,899,999,0.10,,324,97,0.55g,,0.55,Eyeliner,Eyes,4.4
Huda Beauty Easy Bake Loose Powder,Huda,Beauty Easy Bake Loose Powder,,3250,,,7,9203,313,20 g,,20,Loose Powder,Face,4.5
Smashbox The Original Photo Finish Smooth & Blur Primer with...,Smashbox,The Original Photo Finish Smooth & Blur Primer with...,,1850,,,,14233,367,10ml,10,,Face Primer,Face,4.4
"Lakme Xtraordin-Airy Compact, 2 In 1 Compact + Foundation, L...",Lakme,"Xtraordin-Airy Compact, 2 In 1 Compact + Foundation, L...",,799,999,0.20,6,188199,2291,9g,,9,Compact,Face,4.3
Nykaa Cosmetics Get Cheeky Blush Stick,Nykaa,Cosmetics Get Cheeky Blush Stick,BEST IN BEAUTY,479,599,0.20,6,2062,303,7.5g,,7.5,Blush,Face,4.5
Maybelline New York Lasting Drama Gel Eyeliner With Expert E...,Maybelline,New York Lasting Drama Gel Eyeliner With Expert E...,,520,650,0.20,,43913,5191,2.5g,,2.5,Eyeliner,Eyes,4.4
Kay Beauty Contour Stick,Kay,Beauty Contour Stick,,616,725,0.15,3,45404,1490,2.8g,,2.8,Contour,Face,4.3
MARS Plush Velvet Lipstick,MARS,Plush Velvet Lipstick,,189,199,0.05,24,5629,746,3.2 g,,3.2,Lipstick,Lips,4.2
M.A.C Prep + Prime Fix+ Setting Spray Makeup Fixer - Trave...,M.A.C,Prep + Prime Fix+ Setting Spray Makeup Fixer - Trave...,,850,,,,9722,374,13ml,13,,Setting Spray,Face,4.3
ETUDE Fixing Tint,ETUDE,Fixing Tint,,855,950,0.10,15,9360,1334,4 g,,4,Lip Tint,Lips,4.5
Maybelline New York Define & Blend Brow Pencil for Perfect B...,Maybelline,New York Define & Blend Brow Pencil for Perfect B...,,297,349,0.15,2,13542,754,0.16g,,0.16,Eye Brow Enhancers,Eyes,4.1
Pilgrim Glitter Lipstick With Matte Finish,Pilgrim,Glitter Lipstick With Matte Finish,,516,645,0.20,8,830,265,4.2g,,4.2,Lipstick,Lips,4.4
MARS Tools Of Titan Brush With Holder - Pack Of 8,MARS,Tools Of Titan Brush With Holder - Pack Of 8,,1091,1199,0.09,,1818,123,400 g,,400,Brush Sets,Tools & Brushes,4.5
Faces Canada Weightless Stay Matte Compact SPF-20 Vitamin E ...,Faces,Canada Weightless Stay Matte Compact SPF-20 Vitamin E ...,,169,225,0.25,6,123675,4390,9g,,9,Compact,Face,4.4
"Swiss Beauty Bold Matt Lip Liner Pencil, Long-lasting , Matt...",Swiss,"Beauty Bold Matt Lip Liner Pencil, Long-lasting , Matt...",,809,899,0.10,,11214,972,1.6g Each,,1.6,Lip Liner,Lips,4.5
Too Faced Better Than Sex Mascara - Black,Too,Faced Better Than Sex Mascara - Black,,1550,,,,9765,494,4.8g,,4.8,Mascara,Eyes,4.4
Parul Garg Beauty Ultimate Silk Matte Collection - Pack Of 1...,Parul,Garg Beauty Ultimate Silk Matte Collection - Pack Of 1...,,990,,,,620,453,1.2ml Each,1.2,,Makeup Kits,Makeup Kits & Combos,4.8
MARS Glowzilla 6  Face Highlighter Palette,MARS,Glowzilla 6  Face Highlighter Palette,,309,329,0.06,3,13224,387,12 g,,12,Highlighters,Face,4.4
"Insight Cosmetics Non-Transfer Lip Color, 12hr Long Lasting ...",Insight,"Cosmetics Non-Transfer Lip Color, 12hr Long Lasting ...",,116,120,0.03,29,310655,10744,4ml,4,,Liquid Lipstick,Lips,4.3
Kay Beauty Lip Tint,Kay,Beauty Lip Tint,,764,899,0.15,8,5283,560,3.5ml,3.5,,Lip Tint,Lips,4.2
Lakme Unreal Precision Liquid Eye Liner Lightweight & Smudge...,Lakme,Unreal Precision Liquid Eye Liner Lightweight & Smudge...,,524,699,0.25,1,311809,4819,4.5ml,4.5,,Eyeliner,Eyes,4.3
NARS Mini Radiant Creamy Concealer,NARS,Mini Radiant Creamy Concealer,,1400,,,27,268,100,1.4g,,1.4,Concealer,Face,4.5
MARS Liquid Blush Hour Dewy-Matte Finish,MARS,Liquid Blush Hour Dewy-Matte Finish,,284,299,0.05,6,1263,287,12ml,12,,Blush,Face,4.5
SUGAR Matte Attack Transferproof Lipstick,SUGAR,Matte Attack Transferproof Lipstick,,644,749,0.14,14,34481,1841,2g,,2,Lipstick,Lips,4.3
Nykaa Ultra Silk Hydrating Satin Creme Glitter Lipstick with...,Nykaa,Ultra Silk Hydrating Satin Creme Glitter Lipstick with...,,594,699,0.15,12,215,78,3.8g,,3.8,Lipstick,Lips,4.4
"Maybelline New York The Blushed Nudes Eyeshadow Palette, 12 ...",Maybelline,"New York The Blushed Nudes Eyeshadow Palette, 12 ...",,799,999,0.20,,10673,1383,9gm,,9,Eye Shadow,Eyes,4.2
"Lakme Forever Matte Lipstick, Made With French Rose Oil Extr...",Lakme,"Forever Matte Lipstick, Made With French Rose Oil Extr...",,319,375,0.15,37,54578,2180,4.5g,,4.5,Lipstick,Lips,4.2
MARS Trend Setting Powder,MARS,Trend Setting Powder,,278,299,0.07,4,10358,627,8 g,,8,Loose Powder,Face,4.4
"Insight Cosmetics 24 Hrs Non Transfer Matte Lipstick, Creamy...",Insight,"Cosmetics 24 Hrs Non Transfer Matte Lipstick, Creamy...",,295,310,0.05,24,451653,1717,3g,,3,Lipstick,Lips,4.4
L'Oreal Paris Color Riche Satin Lipstick,L'Oreal,Paris Color Riche Satin Lipstick,,594,849,0.30,11,1291,501,4g,,4,Lipstick,Lips,4.5
Shopaarel Miracle Skin Foundation,Shopaarel,Miracle Skin Foundation,,1349,1499,0.10,10,301,41,30ml,30,,Foundation,Face,4.4
"Lakme Unreal Mini Blurfect Long Stay Face Primer, Mattifies ...",Lakme,"Unreal Mini Blurfect Long Stay Face Primer, Mattifies ...",,315,350,0.10,,38126,1985,10ml,10,,Face Primer,Face,4.3
MARS Won't Smudge Won't Budge Kajal,MARS,Won't Smudge Won't Budge Kajal,,284,299,0.05,8,4701,545,1.4 g,,1.4,Kajal,Eyes,4.3
Nykaa Lips Don’t Lie! Matte Lip Liner Feisty Brunette,Nykaa,Lips Don’t Lie! Matte Lip Liner Feisty Brunette,,259,399,0.35,16,437325,3133,1.14g,,1.14,Lip Liner,Lips,4.4
e.l.f. Cosmetics Glow Reviver Lip Oil,e.l.f.,Cosmetics Glow Reviver Lip Oil,,1200,,,10,1214,389,7.6ml,7.6,,Lip Gloss,Lips,4.6
Kay Beauty Hd Liquid Concealer,Kay,Beauty Hd Liquid Concealer,,637,849,0.25,12,118622,650,3.8gm,,3.8,Concealer,Face,4.4
Lakme Xtraordin-Airy Velvet Matte Lip Mousse,Lakme,Xtraordin-Airy Velvet Matte Lip Mousse,,792,990,0.20,18,152760,791,4.6 g,,4.6,Liquid Lipstick,Lips,4.3
MARS Brow Better Eyebrow Pencil,MARS,Brow Better Eyebrow Pencil,,69,,,3,2588,394,1.4g,,1.4,Eye Brow Enhancers,Eyes,4.6
Maybelline New York Face Studio Master Chrome Metallic Highl...,Maybelline,New York Face Studio Master Chrome Metallic Highl...,,662,779,0.15,2,110559,5271,6.7gm,,6.7,Highlighters,Face,4.5
Revlon Super Lustrous Lipstick,Revlon,Super Lustrous Lipstick,,999,,,22,121927,929,4.2g,,4.2,Lipstick,Lips,4.3
M.A.C Studio Conceal And Correct Palette,M.A.C,Studio Conceal And Correct Palette,,5450,,,5,11608,183,Singles,,#VALUE!,Concealer,Face,4.5
Kay Beauty HD Liquid Colour Corrector,Kay,Beauty HD Liquid Colour Corrector,,722,849,0.15,4,20112,292,3.8gm,,3.8,Concealer,Face,4.4
MARS Lightweight BB Cream Foundation,MARS,Lightweight BB Cream Foundation,,308,339,0.09,6,8075,618,30ml,30,,BB & CC Cream,Face,4.3
Praush Plush Matte Lipstick,Praush,Plush Matte Lipstick,,585,650,0.10,8,17840,1228,4g,,4,Lipstick,Lips,4.3
"Insight Cosmetics Blusher With Vitamin E, Multi Use Super Pi...",Insight,"Cosmetics Blusher With Vitamin E, Multi Use Super Pi...",,92,95,0.03,6,130266,4551,3.5g,,3.5,Blush,Face,4.4
PAC Studio HD Liquid Foundation,PAC,Studio HD Liquid Foundation,,995,,,23,735778,1831,30ml,30,,Foundation,Face,4.4
Blue Heaven Get Matte Long Lasting Lipstick,Blue,Heaven Get Matte Long Lasting Lipstick,,94,99,0.05,20,2797,428,4 g,,4,Lipstick,Lips,4.3
PIXI On The Glow Blush Mini,PIXI,On The Glow Blush Mini,NEW,1250,,,3,62,16,10g,,10,Blush,Face,4.4
Maybelline New York Lifter Liner Lip Liner Pencil With Hyalu...,Maybelline,New York Lifter Liner Lip Liner Pencil With Hyalu...,,539,599,0.10,8,150,59,6.7g,,6.7,Lip Liner,Lips,4.7
Pilgrim Matte Me Up Intense Colour Transferproof & Smudgepro...,Pilgrim,Matte Me Up Intense Colour Transferproof & Smudgepro...,,506,595,0.15,19,811,274,4.2g,,4.2,Lipstick,Lips,4.4
Nykaa Strobe & Glow Liquid Cream Highlighter,Nykaa,Strobe & Glow Liquid Cream Highlighter,,508,725,0.30,3,71666,1511,20ml,20,,Highlighters,Face,4.2
MARS Seal the Deal Long-Lasting Makeup Fixer Spray,MARS,Seal the Deal Long-Lasting Makeup Fixer Spray,,248,299,0.17,,6440,571,One ,,,Setting Spray,Face,4.4
Kay Beauty Infinite Lip Pen,Kay,Beauty Infinite Lip Pen,,1099,,,15,108,43,1.1g,,1.1,Lipstick,Lips,4.6
Recode Perfect Grip Spray,Recode,Perfect Grip Spray,,584,649,0.10,,2246,192,100ml,100,,Setting Spray,Face,4.5
Swiss Beauty Plump Up Wet Lip Gloss For Glossy And Fuller Li...,Swiss,Beauty Plump Up Wet Lip Gloss For Glossy And Fuller Li...,,257,279,0.08,12,14095,1197,2ml,2,,Lip Gloss,Lips,4.4
M.A.C MACximal Satin Lipstick,M.A.C,MACximal Satin Lipstick,,2550,,,33,86035,363,3.5g,,3.5,Lipstick,Lips,4.5
Mars Won't Smudge Won't Budge Lip Crayon,Mars,Won't Smudge Won't Budge Lip Crayon,,259,279,0.07,24,23967,1842,3.5 g,,3.5,Lip Crayon,Lips,4.2
SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,SUGAR,Matte As Hell Crayon Lipstick With Free Sharpener,,864,949,0.09,21,380051,2472,2.8g,,2.8,Lip Crayon,Lips,4.4
Nykaa Cosmetics Whipped Blurring Multi-use Blush Pot For Lip...,Nykaa,Cosmetics Whipped Blurring Multi-use Blush Pot For Lip...,,539,599,0.10,6,175,67,4g,,4,Blush,Face,4.6
MARS Tools Of Titan Brush Set,MARS,Tools Of Titan Brush Set,,899,999,0.10,,3694,347,8 pcs,,,Brush Sets,Tools & Brushes,4.5
Nykaa Black Magic Liquid Eyeliner - Super Black 01,Nykaa,Black Magic Liquid Eyeliner - Super Black 01,,211,325,0.35,,25873,2822,5ml,5,,Eyeliner,Eyes,4.3
Mila Beauté Gloss Girl Lip Gloss with Fuller-Lip Effect & Ex...,Mila,Beauté Gloss Girl Lip Gloss with Fuller-Lip Effect & Ex...,,224,249,0.10,10,782,182,2.8ml,2.8,,Lip Gloss,Lips,4.4
Swiss Beauty High Performance Foundation With Vitamin C & Ni...,Swiss,Beauty High Performance Foundation With Vitamin C & Ni...,,395,429,0.08,8,19225,814,55gm,,55,Foundation,Face,4.1
"Insight Cosmetics Long Wear Color Rich Lip Gloss, Moisturisi...",Insight,"Cosmetics Long Wear Color Rich Lip Gloss, Moisturisi...",,107,110,0.03,12,60371,4515,4ml,4,,Lip Gloss,Lips,4.3
DIOR Addict 24H Hydration Plumping Gloss Lip Maximizer,DIOR,Addict 24H Hydration Plumping Gloss Lip Maximizer,,4400,,,12,354,60,6ml,6,,Lip Plumper,Lips,4.6
"Lakme 9 To 5 Eyeconic Curling Mascara, Smudgeproof, Waterpro...",Lakme,"9 To 5 Eyeconic Curling Mascara, Smudgeproof, Waterpro...",,428,475,0.10,1,84126,2028,6ml,6,,Mascara,Eyes,4.4
Nykaa Cosmetics Lolli Lips pH Colour Changing Lip Tint Lipst...,Nykaa,Cosmetics Lolli Lips pH Colour Changing Lip Tint Lipst...,,539,599,0.10,3,690,163,3.8g,,3.8,Lipstick,Lips,4.3
Charlotte Tilbury K.I.S.S.I.N.G,Charlotte,Tilbury K.I.S.S.I.N.G,,3650,,,14,9216,210,3.5g,,3.5,Lipstick,Lips,4.3
Maybelline New York Fit Me Matte + Poreless Setting Spray Tr...,Maybelline,New York Fit Me Matte + Poreless Setting Spray Tr...,,629,699,0.10,,6855,262,60ml,60,,Setting Spray,Face,4.4
e.l.f. Cosmetics Clear Brow & Lash Mascara - Clear,e.l.f.,Cosmetics Clear Brow & Lash Mascara - Clear,,400,,,,11998,1443,2.5ml,2.5,,Mascara,Eyes,4.3
"Lovechild Masaba Skip Everything Serum Skin Tint SPF 20, Liq...",Lovechild,"Masaba Skip Everything Serum Skin Tint SPF 20, Liq...",,1200,1600,0.25,10,585,88,30ml,30,,Foundation,Face,4.2
Nykaa Matte Luxe Lipstick,Nykaa,Matte Luxe Lipstick,,637,849,0.25,12,193023,1620,4.2g,,4.2,Lipstick,Lips,4.3
Sotrue Strobe Illuminating Cream + Moisturizer With Hyaluron...,Sotrue,Strobe Illuminating Cream + Moisturizer With Hyaluron...,,290,349,0.17,,5787,206,30g,,30,Highlighters,Face,4.1
"Insight Cosmetics Smudge Free Eyebrow Pencil, 2 In1 Define &...",Insight,"Cosmetics Smudge Free Eyebrow Pencil, 2 In1 Define &...",,162,170,0.05,3,54604,1394,0.5gm,,0.5,Eye Brow Enhancers,Eyes,4.3
"Swiss Beauty Jelly Verse Glow Eyeshadow Stick , Rich Color P...",Swiss,"Beauty Jelly Verse Glow Eyeshadow Stick , Rich Color P...",NEW,449,,,6,120,40,3g,,3,Eye Shadow,Eyes,4.5
SUGAR Complete Makeup Kit - Medium,SUGAR,Complete Makeup Kit - Medium,,4559,5301,0.14,,819,36,8 Pcs,,,Makeup Kits,Makeup Kits & Combos,4.2
"PAC Lash Fixer Eyelash Adhesive Transparent - 24H Hold, Quic...",PAC,"Lash Fixer Eyelash Adhesive Transparent - 24H Hold, Quic...",,545,,,,13019,804,5ml,5,,False Eyelashes,Eyes,4.5
Maybelline New York Super Stay Lumi-Matte Foundation-30Hr We...,Maybelline,New York Super Stay Lumi-Matte Foundation-30Hr We...,,339,399,0.15,6,184,35,18g,,18,Foundation,Face,4.4
Bobbi Brown 24 Hour Waterproof Kajal Liner,Bobbi,Brown 24 Hour Waterproof Kajal Liner,,1200,,,7,2379,145,1.2 g,,1.2,Kajal,Eyes,4.3
Swiss Beauty Foundation Blender Brush,Swiss,Beauty Foundation Blender Brush,,321,349,0.08,,10512,822,1 pc,,,Face Brush,Tools & Brushes,4.5
Daily Life Forever52 Makeup Fixer Spray - Matte Finish,Daily,Life Forever52 Makeup Fixer Spray - Matte Finish,,1259,1399,0.10,,3673,139,100ml,100,,Setting Spray,Face,4.5
Shopaarel Cover All Concealer Palette,Shopaarel,Cover All Concealer Palette,,1484,1649,0.10,,100,22,22.8g,,22.8,Concealer,Face,4.6
Huda Beauty New Liquid Matte Ultra-Comfort Transfer-Proof Li...,Huda,Beauty New Liquid Matte Ultra-Comfort Transfer-Proof Li...,,2100,,,13,3836,458,4.2ml,4.2,,Liquid Lipstick,Lips,4.4
"RENEE Lumi Glow Highlighting Dewy Moisturizer, Reduces Pigme...",RENEE,"Lumi Glow Highlighting Dewy Moisturizer, Reduces Pigme...",,445,499,0.11,,899,104,50g,,50,Highlighters,Face,4.2
"Swiss Beauty HD Matte Lipstick , High Coverage , Lightweight",Swiss,"Beauty HD Matte Lipstick , High Coverage , Lightweight",,367,399,0.08,22,39116,2886,3.5g,,3.5,Lipstick,Lips,4.4
MARS Popstar Non Drying Liquid Mousse Lipstick,MARS,Popstar Non Drying Liquid Mousse Lipstick,,229,249,0.08,29,3521,501,6ml,6,,Liquid Lipstick,Lips,4.3
Nykaa Stardust Holographic Long Lasting Chrome Nail Polish,Nykaa,Stardust Holographic Long Lasting Chrome Nail Polish,,254,299,0.15,5,253,116,9ml,9,,Nail Polish,Nails,4.6
L'Oreal Paris Plump Ambition Hyaluron Lip Oil,L'Oreal,Paris Plump Ambition Hyaluron Lip Oil,,759,949,0.20,5,402,177,5ml,5,,Lip Gloss,Lips,4.5
M.A.C Studio Radiance Serum-Powered Foundation,M.A.C,Studio Radiance Serum-Powered Foundation,,4300,,,38,644,51,30ml,30,,Foundation,Face,4.4
Swiss Beauty 12 Hrs Stay Matte Finish Lip Crayon,Swiss,Beauty 12 Hrs Stay Matte Finish Lip Crayon,,275,299,0.08,24,34983,2291,3.5g,,3.5,Lipstick,Lips,4.3
MARS Cosmic Hues Nail Paint,MARS,Cosmic Hues Nail Paint,,99,,,48,697,212,10ml,10,,Nail Polish,Nails,4.5
Lakme Double Duty Lip & Cheek Mousse Matte Lipstick & Soft B...,Lakme,Double Duty Lip & Cheek Mousse Matte Lipstick & Soft B...,,639,799,0.20,9,1116213,8570,9g,,9,Liquid Lipstick,Lips,4.2
NARS Light Reflecting Foundation,NARS,Light Reflecting Foundation,,4800,,,37,130,40,30ml,30,,Foundation,Face,4.3
Maybelline New York Tattoostudio Smokey Eye Kohl Gel Pencil ...,Maybelline,New York Tattoostudio Smokey Eye Kohl Gel Pencil ...,,509,599,0.15,2,7142,262,0.28 g,,0.28,Eyeliner,Eyes,4.4
M.A.C In Extreme Dimension 24Hr Waterproof & Smudgeproof Kaj...,M.A.C,In Extreme Dimension 24Hr Waterproof & Smudgeproof Kaj...,,900,,,,10604,1091,0.8g,,0.8,Kajal,Eyes,4.3
Kay Beauty Illuminating Primer Drops,Kay,Beauty Illuminating Primer Drops,,959,1199,0.20,4,21669,358,30ml,30,,Face Primer,Face,4.3
Faces Canada Ultime Pro Intense Gel Kajal With Smudger & Sha...,Faces,Canada Ultime Pro Intense Gel Kajal With Smudger & Sha...,,449,575,0.22,2,37397,1998,1.2g,,1.2,Kajal,Eyes,4.4
NARS Radiant Creamy Concealer,NARS,Radiant Creamy Concealer,BEST IN BEAUTY,3100,,,30,54,20,6ml,6,,Concealer,Face,4.8
Tulips 50 Round Facial Cotton Pads For Applying & Removing M...,Tulips,50 Round Facial Cotton Pads For Applying & Removing M...,,81,95,0.15,,45252,2962,50pcs,,,Cotton Buds & Balls,Feminine Hygiene,4.6
L'Oreal Paris Infallible 32H Fresh Wear Foundation,L'Oreal,Paris Infallible 32H Fresh Wear Foundation,,824,1099,0.25,10,16488,796,30ml,30,,Foundation,Face,4.3
"Swiss Beauty Drop and Glow Liquid Highlighter , Shimmer Shin...",Swiss,"Beauty Drop and Glow Liquid Highlighter , Shimmer Shin...",,413,449,0.08,6,36908,1405,18ml,18,,Highlighters,Face,4.2
MARS Queen Of Mattes Reds & Maroons Liquid Lipsticks,MARS,Queen Of Mattes Reds & Maroons Liquid Lipsticks,,469,499,0.06,6,634,83,13.5ml,13.5,,Makeup Kits,Makeup Kits & Combos,4.6
Kay Beauty Soft Matte Full Coverage Concealer,Kay,Beauty Soft Matte Full Coverage Concealer,,1199,,,10,55,19,3ml,3,,Concealer,Face,4.7
