title,brand,product name,keywords,new_price,old_price,discount,shades,rating_count,review_count,weight,weight_ml,weight_g,item,subitem,rating
Majestique Shimmer Oval Magnifying Mirror,Majestique,Shimmer Oval Magnifying Mirror,,331,389,0.15,,2,,1 pcs,,,Mirrors,Tools & Brushes,3.5
Pro Arte PA 3D 132- 3D Faux Mink Collection,Pro,Arte PA 3D 132- 3D Faux Mink Collection,,158,210,0.25,,36,,1 pcs,,,False Eyelashes,Eyes,4
MEPOINT Multi-Colored Makeup Sponge With Holder,MEPOINT,Multi-Colored Makeup Sponge With Holder,,163,199,0.18,,1,,2Pcs,,,Sponges & Applicators,Tools & Brushes,2
Sigma Beauty Tapered Blending Brush - E40,Sigma,Beauty Tapered Blending Brush - E40,,1600,,,,84,19,,,,Eye Brush,Tools & Brushes,4.6
Hilary Rhoda Concealing & Contouring,Hilary,Rhoda Concealing & Contouring,NEW,254,299,0.15,2,,,12g,,12,Contour,Face,
Majestique Pore Cleansing Facial Brush - Colour May Vary,Majestique,Pore Cleansing Facial Brush - Colour May Vary,,134,149,0.10,,151,15,1 pcs,,,Face Brush,Tools & Brushes,3.8
Shryoan Shimmery Dual Kajal with Sharpener - Black-Brown,Shryoan,Shimmery Dual Kajal with Sharpener - Black-Brown,,349,,,2,9,,1.35g,,1.35,Kajal,Eyes,4.9
PAC Lip Dip Lipstick,PAC,Lip Dip Lipstick,,489,575,0.15,9,36,3,3.8g,,3.8,Lipstick,Lips,4.5
Orgatre Lip Gloss Fuller Plumped Lips With Instant Shine & G...,Orgatre,Lip Gloss Fuller Plumped Lips With Instant Shine & G...,,179,299,0.40,3,89,80,2.5ml,2.5,,Lip Gloss,Lips,4.9
Benefit Cosmetics Terra Golden Brick-Red Blush,Benefit,Cosmetics Terra Golden Brick-Red Blush,,1750,,,1,10,1,One ,,,Blush,Face,3.5
H&M Pencil Sharpener,H&M,Pencil Sharpener,NEW,299,,,,1,,1pcs,,,Sharpeners,Tools & Brushes,5
Bronson Professional Synthetic Hair and Lightweight Long Nat...,Bronson,Professional Synthetic Hair and Lightweight Long Nat...,,85,325,0.74,,182,17,2pcs,,,False Eyelashes,Eyes,4.1
Shryoan Long Lasting Gel Nail Polish Trio,Shryoan,Long Lasting Gel Nail Polish Trio,,199,,,4,3,,18ml,18,,Nail Polish,Nails,3.3
Allure Small Wash Bag - Pink,Allure,Small Wash Bag - Pink,,248,299,0.17,,11,,30g,,30,Makeup Pouches,Tools & Brushes,4.9
PAC Blending Eyeshadow Brush - 391,PAC,Blending Eyeshadow Brush - 391,,584,649,0.10,,136,18,1 Pcs,,,Eye Brush,Tools & Brushes,4.3
Lyon Beauty Artistry Makeup Kit - Multi-Color 02,Lyon,Beauty Artistry Makeup Kit - Multi-Color 02,,399,,,,1,,2g,,2,Makeup Kits,Makeup Kits & Combos,1
Colors Queen Very Matte Waterproof Eyeliner,Colors,Queen Very Matte Waterproof Eyeliner,,162,249,0.35,,3,1,5ml,5,,Eyeliner,Eyes,5
BLUR INDIA Call Me Daddy Nude Matte Liquid Lipsticks - Deep ...,BLUR,INDIA Call Me Daddy Nude Matte Liquid Lipsticks - Deep ...,,664,699,0.05,,2,,5ml,5,,Liquid Lipstick,Lips,3
CUFFS N LASHES Perfect Finish Pressed Powder Compact With SP...,CUFFS,N LASHES Perfect Finish Pressed Powder Compact With SP...,,225,250,0.10,8,11,3,16g,,16,Compact,Face,3.7
Coloressence Blush Magic Stick,Coloressence,Blush Magic Stick,,404,449,0.10,2,2,,10g,,10,Blush,Face,2.5
Lyon Beauty Fit & Glow Foundation,Lyon,Beauty Fit & Glow Foundation,,449,,,5,5,1,30ml,30,,Foundation,Face,4
Inglot Under Eye Concealer,Inglot,Under Eye Concealer,,1680,2400,0.30,2,42,,10ml,10,,Under Eye Concealer,Eyes,3.7
Love Earth Be The Change and Liquid Mousse Lipstick - Espres...,Love,Earth Be The Change and Liquid Mousse Lipstick - Espres...,,673,1496,0.55,,14020,1050,2 Pcs,,,Liquid Lipstick,Lips,4.3
Allure Flat Foundation Makeup Brush – ASB112,Allure,Flat Foundation Makeup Brush – ASB112,,349,499,0.30,,68,8,,,,Face Brush,Tools & Brushes,4.4
PAC Contouring Brush - 318,PAC,Contouring Brush - 318,,361,425,0.15,,24,,1 Pcs,,,Face Brush,Tools & Brushes,4.5
Pilgrim Matte Me Up! Smudge-Proof Liquid Lipstick Duo Berry ...,Pilgrim,Matte Me Up! Smudge-Proof Liquid Lipstick Duo Berry ...,,842,990,0.15,,440,86,,,,Makeup Combos,Makeup Kits & Combos,4.3
Shryoan Long Lasting My Eyes Up Matte & Shimmer Eyeshadow Pa...,Shryoan,Long Lasting My Eyes Up Matte & Shimmer Eyeshadow Pa...,,279,,,2,6,2,18g,,18,Eye Shadow,Eyes,4.2
Coloressence Glitter Nail Paint Kit With Bridal & Festive Sh...,Coloressence,Glitter Nail Paint Kit With Bridal & Festive Sh...,NEW,315,350,0.10,,,,40ml,40,,Makeup Kits,Makeup Kits & Combos,
Shills Professional Reusable Square Press On Nails - Peach,Shills,Professional Reusable Square Press On Nails - Peach,,199,,,,3,,24 pcs,,,Nail Art Kits,Nails,3.7
Colors Queen Uv Top Coat Nail Enamel,Colors,Queen Uv Top Coat Nail Enamel,,259,399,0.35,,3,1,15ml,15,,Nail Polish,Nails,5
VEGA Powder Brush Small MBP-09,VEGA,Powder Brush Small MBP-09,,850,,,,70,11,,,,Face Brush,Tools & Brushes,4.4
O-Lens Daily Color Contact Lens - French Shine Grey 0.00 Pl...,O-Lens,Daily Color Contact Lens - French Shine Grey 0.00 Pl...,,1690,,,,,,10 Pcs,,,Contact Lenses,Eyes,
MORPHE M332 Medium Blender Brush + Rose Frequency Palette,MORPHE,M332 Medium Blender Brush + Rose Frequency Palette,,2890,,,,8,2,,,,Makeup Combos,Makeup Kits & Combos,4.4
e.l.f. Cosmetics Putty Blush Brush,e.l.f.,Cosmetics Putty Blush Brush,,800,,,,66,14,1 pcs,,,Face Brush,Tools & Brushes,4.6
Paese Cosmetics Collagen Moisturizing Foundation - 300N Vani...,Paese,Cosmetics Collagen Moisturizing Foundation - 300N Vani...,,2299,,,,3,,30ml,30,,Foundation,Face,2.3
Chantecaille Le Camouflage Stylo Anti-Fatigue Corrector Pen,Chantecaille,Le Camouflage Stylo Anti-Fatigue Corrector Pen,,5100,6000,0.15,3,,,1.8ml,1.8,,Concealer,Face,
Givenchy Volume Disturbia Mascara - N 01 Black-35,Givenchy,Volume Disturbia Mascara - N 01 Black-35,,3400,,,,,,8g,,8,Mascara,Eyes,
Miss Claire Base Coat,Miss,Claire Base Coat,,131,175,0.25,,106,23,10ml,10,,Nail Polish,Nails,3.8
Coloressence Twinglow 2-In-1 Cake Foundation & Compact Powde...,Coloressence,Twinglow 2-In-1 Cake Foundation & Compact Powde...,,297,349,0.15,2,1,,20g,,20,Compact,Face,5
Makeup Revolution Conceal & Define Full Coverage Concealer &...,Makeup,Revolution Conceal & Define Full Coverage Concealer &...,,435,475,0.08,,14,2,4 g,,4,Contour,Face,4
Shills Professional Reusable Square Press On Nails - Nude,Shills,Professional Reusable Square Press On Nails - Nude,,199,,,,1,,24 pcs,,,Nail Art Kits,Nails,5
Milani Gilded Eyeshadow Palette - 130 Gilded Coast,Milani,Gilded Eyeshadow Palette - 130 Gilded Coast,,2360,2950,0.20,,6,2,9gm,,9,Eye Shadow,Eyes,4.2
Kayanara Transparent Medium Travel Makeup Kit - Pink Toiletr...,Kayanara,Transparent Medium Travel Makeup Kit - Pink Toiletr...,,349,582,0.40,,3,1,1 pcs,,,Makeup Pouches,Tools & Brushes,4
Tint Cosmetics Lip Oil Hydrator,Tint,Cosmetics Lip Oil Hydrator,,486,540,0.10,2,44,9,6ml,6,,Lip Gloss,Lips,4.3
Lotus Make-Up Proedit Lip Plumper,Lotus,Make-Up Proedit Lip Plumper,,595,,,3,1140,20,8ml,8,,Lip Plumper,Lips,3.8
Gush Beauty Nailed It Reusable Luxury Press On Nails With Ap...,Gush,Beauty Nailed It Reusable Luxury Press On Nails With Ap...,NEW,719,799,0.10,,,,1g,,1,Nail Art Kits,Nails,
AYA Waterproof Eyeliner - Golden,AYA,Waterproof Eyeliner - Golden,,192,249,0.23,,129,6,5ml,5,,Eyeliner,Eyes,4.1
Colors Queen Oil Control Pan Cake Compact Powder,Colors,Queen Oil Control Pan Cake Compact Powder,,194,299,0.35,4,2,,15g,,15,Compact,Face,3
GLAM21 Duo Finish Bright Skin Compact Powder,GLAM21,Duo Finish Bright Skin Compact Powder,,287,399,0.28,2,81,4,18g,,18,Compact,Face,4.4
GUBB Makeup Remover Puff,GUBB,Makeup Remover Puff,,192,295,0.35,,,,1g,,1,Makeup Remover,Face,
Secret Lives Designer Cats Eye Pink Color With 3D Pearl & Fl...,Secret,Lives Designer Cats Eye Pink Color With 3D Pearl & Fl...,,499,,,,3,1,23 g,,23,Nail Art Kits,Nails,2.3
Europe Girl Eyebrow Palette,Europe,Girl Eyebrow Palette,,523,550,0.05,,13,3,10g,,10,Eye Brow Enhancers,Eyes,4.5
MEPOINT Makeup Sponge Set With Storage Case,MEPOINT,Makeup Sponge Set With Storage Case,,300,309,0.03,,,,10Pcs,,,Sponges & Applicators,Tools & Brushes,
Paese Cosmetics Collagen Moisturizing Foundation - 301C Nude,Paese,Cosmetics Collagen Moisturizing Foundation - 301C Nude,,2299,,,,5,,30ml,30,,Foundation,Face,4.6
PAC Wrap-around Brush Pouch.,PAC,Wrap-around Brush Pouch.,,765,900,0.15,,8,3,1 pcs,,,Makeup Pouches,Tools & Brushes,4.5
GLAM21 Powder Perfect Compact,GLAM21,Powder Perfect Compact,,251,349,0.28,3,51,3,24g,,24,Compact,Face,4.2
Giorgio Armani Eyes To Kill Classico Mascara - An All-in-one...,Giorgio,Armani Eyes To Kill Classico Mascara - An All-in-one...,,3300,,,,1,,10ml,10,,Mascara,Eyes,5
Matt look Perfect Oil Free Concealer,Matt,look Perfect Oil Free Concealer,,319,399,0.20,3,62,12,8 g,,8,Concealer,Face,4.1
Proarte Bare-It Concealer,Proarte,Bare-It Concealer,,248,330,0.25,9,,,4 g,,4,Concealer,Face,
Inglot Moonlight Illuminating Face Primer,Inglot,Moonlight Illuminating Face Primer,,2940,4200,0.30,2,,,25ml,25,,Face Primer,Face,
KINDED Long Stay Glossy Finish Nail Paint,KINDED,Long Stay Glossy Finish Nail Paint,,149,,,5,18,11,9ml,9,,Nail Polish,Nails,4.7
PAC Silk Lash - SL101,PAC,Silk Lash - SL101,,394,415,0.05,,58,13,,,,False Eyelashes,Eyes,4.1
Essence Stay 8HR Matte Liquid Lipstick,Essence,Stay 8HR Matte Liquid Lipstick,,215,430,0.50,3,81,11,3ml,3,,Liquid Lipstick,Lips,3.9
Colors Queen Face Glow Oil Control Powder Upto 24 Hours,Colors,Queen Face Glow Oil Control Powder Upto 24 Hours,,276,425,0.35,2,19,4,20 g,,20,Compact,Face,4.6
Shiseido Syncro Skin Invisible Silk Loose Powder,Shiseido,Syncro Skin Invisible Silk Loose Powder,,1750,3500,0.50,1,15,3,6g,,6,Loose Powder,Face,4.3
e.l.f. Cosmetics Blending Brush,e.l.f.,Cosmetics Blending Brush,,800,,,,164,31,,,,Eye Brush,Tools & Brushes,4.3
Lyon Beauty Define Brows Eyebrow Palette,Lyon,Beauty Define Brows Eyebrow Palette,,399,,,1,151,2,110 g,,110,Eye Brow Enhancers,Eyes,3.9
Character Lip Oil Elixir - LOE001,Character,Lip Oil Elixir - LOE001,,829,999,0.17,,16,1,10ml,10,,Lip Primer,Lips,4.6
Pierre Cardin Paris - Magnetic Dream Lipstick,Pierre,Cardin Paris - Magnetic Dream Lipstick,,1350,,,6,12,2,4g,,4,Lipstick,Lips,3.2
PAC Eyeliner Brush - 029,PAC,Eyeliner Brush - 029,,412,485,0.15,,19,1,1 Pcs,,,Eye Brush,Tools & Brushes,4.6
SOEZI Pop Of Pink Reusable Press On Nails - Application Kit,SOEZI,Pop Of Pink Reusable Press On Nails - Application Kit,,1999,,,,1,,24 Pcs,,,Nail Care,Nails,5
Diego dalla Palma Milano Eye Liner,Diego,dalla Palma Milano Eye Liner,,780,1950,0.60,1,,,2.5ml,2.5,,Eyeliner,Eyes,
Inglot Body Sparkles,Inglot,Body Sparkles,,1620,2700,0.40,5,133,,1.0g,,1,Highlighters,Face,3.9
Kay Beauty Nail Nourish Nail Enamel Combo - Miamour & Angell...,Kay,Beauty Nail Nourish Nail Enamel Combo - Miamour & Angell...,,414,518,0.20,,1199014,5801,1 pcs,,,Combos @ Nykaa,Kits & Combos,4.3
Miss Claire Prestige Moisturizing Primer,Miss,Claire Prestige Moisturizing Primer,,931,1095,0.15,,19,3,40ml,40,,Face Primer,Face,4.2
Europe Girl Micro Fiber Velvet Blender - Blue,Europe,Girl Micro Fiber Velvet Blender - Blue,,428,450,0.05,,3,1,10g,,10,Sponges & Applicators,Tools & Brushes,2.3
Kingdom Of Lashes Pebbles Eyelashes,Kingdom,Of Lashes Pebbles Eyelashes,,599,,,,18,,12gm,,12,False Eyelashes,Eyes,3.8
VEGA Set Of 7 Make-Up Brushes - EVS-07,VEGA,Set Of 7 Make-Up Brushes - EVS-07,,675,,,,109,14,,,,Brush Sets,Tools & Brushes,3.9
"Orgatre Maroon Liquid Sindoor Pack of 2 – Smudge-Proof, Long...",Orgatre,"Maroon Liquid Sindoor Pack of 2 – Smudge-Proof, Long...",,119,199,0.40,,8,5,9ml,9,,Sindoor,Face,5
Allure Toiletry Bag Black - Pack Of 3,Allure,Toiletry Bag Black - Pack Of 3,,899,999,0.10,,,,1pc,,,Makeup Pouches,Tools & Brushes,
H&M 2-Pack Nail Art Brushes,H&M,2-Pack Nail Art Brushes,NEW,399,,,,,,1pcs,,,Nail Art Kits,Nails,
"Insight Cosmetics 4x Intense Kohl Kajal, Water & Smudgeproof...",Insight,"Cosmetics 4x Intense Kohl Kajal, Water & Smudgeproof...",,332,390,0.15,,16681,445,3 pcs,,,Kajal,Eyes,4.2
Kayanara Transparent Small Travel Makeup Kit - Yellow Toilet...,Kayanara,Transparent Small Travel Makeup Kit - Yellow Toilet...,,253,415,0.39,,5,2,1 pcs,,,Makeup Pouches,Tools & Brushes,4.8
Faces Canada Lipstick Combo - HD Matte Natural Coco + Comfy ...,Faces,Canada Lipstick Combo - HD Matte Natural Coco + Comfy ...,,960,1298,0.26,,787045,5920,50 g,,50,Makeup Kits,Makeup Kits & Combos,4.5
Allure Small Toiletry Bag - Green,Allure,Small Toiletry Bag - Green,,290,349,0.17,,29,2,300 g,,300,Makeup Pouches,Tools & Brushes,4.6
Milagro Beauty Stippling Brush 09,Milagro,Beauty Stippling Brush 09,,540,740,0.27,,6,1,40gm,,40,Brush Sets,Tools & Brushes,5
Insight Professional Classic Mascara - Black,Insight,Professional Classic Mascara - Black,,315,370,0.15,,,,10g,,10,Mascara,Eyes,
H&M Precision Make-Up Sponge,H&M,Precision Make-Up Sponge,NEW,399,,,,,,1pcs,,,Sponges & Applicators,Tools & Brushes,
Type Beauty Hyderating Gel Based Face Primer + Moisturizer F...,Type,Beauty Hyderating Gel Based Face Primer + Moisturizer F...,,863,1150,0.25,,3,1,44.05 g,,44.05,Face Primer,Face,4.7
Miss Claire Super Summer Cake,Miss,Claire Super Summer Cake,,280,400,0.30,3,720,8,25g,,25,Compact,Face,3.9
Beauty People Jazz Nail Color,Beauty,People Jazz Nail Color,,149,,,18,3,1,11ml,11,,Nail Polish,Nails,3.7
Uroparis Human Hair Eyelashes - 59 / BLACK,Uroparis,Human Hair Eyelashes - 59 / BLACK,,300,,,,23,1,1 pair,,,False Eyelashes,Eyes,4.5
PAC Powder Brush - 234,PAC,Powder Brush - 234,,437,485,0.10,,83,23,,,,Face Brush,Tools & Brushes,4.4
Recode Flat Definer & Corrector Brush - RS 106,Recode,Flat Definer & Corrector Brush - RS 106,,248,275,0.10,,19,,1 pcs,,,Eye Brush,Tools & Brushes,4.3
Nykaa Cosmetics Nail Enamel - Top Creator + Nude Ootd,Nykaa,Cosmetics Nail Enamel - Top Creator + Nude Ootd,,202,238,0.15,,1065906,3856,2 pcs,,,Makeup Combos,Makeup Kits & Combos,4.5
Shopaarel So Obsessed Lip Oil,Shopaarel,So Obsessed Lip Oil,,879,999,0.12,3,1,,8g,,8,Lip Gloss,Lips,5
Max Factor Miracle Pure Eye Enhancer,Max,Factor Miracle Pure Eye Enhancer,,500,1000,0.50,4,3,,10ml,10,,Under Eye Concealer,Eyes,3.7
Allure Bamboo Makeup Remover Pads,Allure,Bamboo Makeup Remover Pads,,249,275,0.09,,13,3,3 pcs,,,Brush Cleaners,Tools & Brushes,4.6
"Gorgio Professional Beauty Blender Makeup Applicator Sponge,...",Gorgio,"Professional Beauty Blender Makeup Applicator Sponge,...",,125,249,0.50,,7,,1 pc,,,Sponges & Applicators,Tools & Brushes,3.9
Colorbar Vegan Nail Lacquer - Hello Bubble 126,Colorbar,Vegan Nail Lacquer - Hello Bubble 126,,209,225,0.07,,128,2,8ml,8,,Nail Polish,Nails,4.2
DeBelle Nail Lacquer Remover Wipes - Blueberry Blush,DeBelle,Nail Lacquer Remover Wipes - Blueberry Blush,,164,205,0.20,,50,,30 wipes,,,Nail Polish Remover,Nails,4.2
Rude Cosmetics City Of Flashing Lights Micro Retractable Lin...,Rude,Cosmetics City Of Flashing Lights Micro Retractable Lin...,,450,,,5,115,19,0.1g,,0.1,Eyeliner,Eyes,4.2
CUFFS N LASHES Eyeshadow Blending Brush - E005,CUFFS,N LASHES Eyeshadow Blending Brush - E005,,269,299,0.10,,3,,1 Pcs,,,Eye Brush,Tools & Brushes,3.7
prishe beauty Truly Yours Liquid Lipstick,prishe,beauty Truly Yours Liquid Lipstick,,1099,,,1,63,41,8ml,8,,Liquid Lipstick,Lips,4.7
Milagro Beauty Liner Brush 64,Milagro,Beauty Liner Brush 64,,225,300,0.25,,12,2,25gm,,25,Brush Sets,Tools & Brushes,4.5
Matra 3-in-1 Makeup Brush Cleaning & Drying Bowl Blender Spo...,Matra,3-in-1 Makeup Brush Cleaning & Drying Bowl Blender Spo...,NEW,494,549,0.10,,,,1pcs,,,Brush Cleaners,Tools & Brushes,
L.A. Girl 4 Play Eyeshadow,L.A.,Girl 4 Play Eyeshadow,,728,745,0.02,2,10,1,3.2g,,3.2,Eye Shadow,Eyes,4.5
LN PRO Sheer-Matte Lipstick,LN,PRO Sheer-Matte Lipstick,,459,495,0.07,6,,,3.5g,,3.5,Lipstick,Lips,
GLAM21 Lord Of The Brushes - Blusher Brush,GLAM21,Lord Of The Brushes - Blusher Brush,,224,299,0.25,,2,1,25g,,25,Face Brush,Tools & Brushes,5
Allure Medium Toiletry Bag - Black,Allure,Medium Toiletry Bag - Black,,347,399,0.13,,1,,1pc,,,Makeup Pouches,Tools & Brushes,5
Colors Queen Oil Control Base Foundation,Colors,Queen Oil Control Base Foundation,,324,499,0.35,3,12,,30ml,30,,Foundation,Face,3.2
Moira Getaway Series Palette,Moira,Getaway Series Palette,,3020,,,2,1,,19.1g,,19.1,Eye Shadow,Eyes,5
ColourPop Pretty Fresh Concealer,ColourPop,Pretty Fresh Concealer,,594,849,0.30,1,125,20,6.50g,,6.5,Concealer,Face,4.3
Stila Cosmetics Travel  Stay All Day Liquid Lipstick,Stila,Cosmetics Travel  Stay All Day Liquid Lipstick,,1148,1275,0.10,1,,,1.5ml,1.5,,Liquid Lipstick,Lips,
LN PRO Lip Glaze Lipstick,LN,PRO Lip Glaze Lipstick,,369,400,0.08,2,6,1,3.8g,,3.8,Lipstick,Lips,3.5
MAKEUP BY SITI Face Mask Applicator & Face Wash Double Sided...,MAKEUP,BY SITI Face Mask Applicator & Face Wash Double Sided...,,99,399,0.75,,53,4,1 pcs,,,Face Brush,Tools & Brushes,4.6
O-Lens Daily Color Contact Lens - Mood Night Grey 0.00 Plan...,O-Lens,Daily Color Contact Lens - Mood Night Grey 0.00 Plan...,,1690,,,,,,10 Pcs,,,Contact Lenses,Eyes,
Benefit Cosmetics Blossy Warm Apricot Brightening Blush,Benefit,Cosmetics Blossy Warm Apricot Brightening Blush,NEW,3700,,,,,,6g,,6,Blush,Face,
Colorbar Fair & Square Foundation Sponges,Colorbar,Fair & Square Foundation Sponges,,245,350,0.30,,5,,,,,Sponges & Applicators,Tools & Brushes,4.6
PAC Moody Matte Lipstick - Bff! + Lip Pencil - 16 Natural Co...,PAC,Moody Matte Lipstick - Bff! + Lip Pencil - 16 Natural Co...,,781,840,0.07,,2058,121,,,,Makeup Combos,Makeup Kits & Combos,4.1
Max Factor Colour Elixir Soft Matte Liquid Lipstick,Max,Factor Colour Elixir Soft Matte Liquid Lipstick,,450,900,0.50,4,31,6,1 pcs,,,Liquid Lipstick,Lips,4
XX Revolution Xxpress Shadow Palette Xxtravagant,XX,Revolution Xxpress Shadow Palette Xxtravagant,,969,975,0.01,,6,,4.8gm,,4.8,Eye Shadow,Eyes,4.8
Nykaa Miscellanea Makeup Eyeshadow Eye Brush - 8,Nykaa,Miscellanea Makeup Eyeshadow Eye Brush - 8,,218,435,0.50,,1,,1 pcs,,,Eye Brush,Tools & Brushes,1
C2P Pro Ultra HD 6 in 1 Camouflage Color Corrector Foundatio...,C2P,Pro Ultra HD 6 in 1 Camouflage Color Corrector Foundatio...,,1199,1499,0.20,,19,1,21 g,,21,,,4.1
Kay Beauty Lash Maximizer Mascara & Discover Eyeshadow Palet...,Kay,Beauty Lash Maximizer Mascara & Discover Eyeshadow Palet...,,1658,1898,0.13,,332,75,,,,Makeup Combos,Makeup Kits & Combos,4.1
H&M Make-Up Bag - Blue,H&M,Make-Up Bag - Blue,NEW,1999,,,,,,1pcs,,,Makeup Pouches,Tools & Brushes,
bobi Eyebrow Pencil,bobi,Eyebrow Pencil,,439,549,0.20,3,1,1,5g,,5,Eye Brow Enhancers,Eyes,4
Insight Cosmetics Face It Combo - 2,Insight,Cosmetics Face It Combo - 2,,536,630,0.15,,127206,3724,2 pcs,,,Facial Kits,Kits & Combos,4.4
Puttisu India Butter Lip Crayon,Puttisu,India Butter Lip Crayon,,990,,,1,4,4,2.5g,,2.5,Lip Crayon,Lips,5
BLUR India Mini Call Me Daddy Liquid Lipstick Combo - Nude B...,BLUR,India Mini Call Me Daddy Liquid Lipstick Combo - Nude B...,,758,798,0.05,,,,2 Pcs,,,Makeup Kits,Makeup Kits & Combos,
Street Wear Playfull Matte Lip Crayon,Street,Wear Playfull Matte Lip Crayon,,499,,,4,28,3,2.9g,,2.9,Lip Crayon,Lips,4.5
Biotique Diva Shimmer Sparkling Eyepowder,Biotique,Diva Shimmer Sparkling Eyepowder,,286,440,0.35,5,203,6,1.5g,,1.5,Eye Shadow,Eyes,3.9
ColourPop Super Shock Blush,ColourPop,Super Shock Blush,,629,899,0.30,1,257,42,4.2g,,4.2,Blush,Face,3.5
Allure Medium Wash Bag - Pink,Allure,Medium Wash Bag - Pink,,297,349,0.15,,26,1,40g,,40,Makeup Pouches,Tools & Brushes,4.6
ENN Fast-Drying Ghee Nail Paint Kit - Toxin-Free & Chip-Resi...,ENN,Fast-Drying Ghee Nail Paint Kit - Toxin-Free & Chip-Resi...,,230,320,0.28,,100,98,5pcs,,,Nail Polish,Nails,5
Nykaa Cosmetics Nail Enamel - Black Friday + Full Moon,Nykaa,Cosmetics Nail Enamel - Black Friday + Full Moon,,202,238,0.15,,1065733,3853,2 pcs,,,Makeup Combos,Makeup Kits & Combos,4.5
Revlon ColorStay Day to Night Quad Eyeshadow Palette,Revlon,ColorStay Day to Night Quad Eyeshadow Palette,,1499,,,1,,,4.8g,,4.8,Eye Shadow,Eyes,
PIXI Botanical Collagen LipGloss Volumizing Lip Balm,PIXI,Botanical Collagen LipGloss Volumizing Lip Balm,,1352,1590,0.15,,26,4,15ml,15,,Lip Gloss,Lips,4.2
LN PRO Liquid Highlighter Face & Body - 10unlight,LN,PRO Liquid Highlighter Face & Body - 10unlight,,479,499,0.04,,1,,10ml,10,,Highlighters,Face,5
Shills Professional Reusable Oval Press On Nails - Brown,Shills,Professional Reusable Oval Press On Nails - Brown,,249,,,,,,24 pcs,,,Nail Art Kits,Nails,
Ronzille High Shine Lip Gloss,Ronzille,High Shine Lip Gloss,,153,199,0.23,,,,4ml,4,,Lip Gloss,Lips,
M.A.C Powder Kiss Eye Shadow,M.A.C,Powder Kiss Eye Shadow,,2400,,,3,2673,46,1 gms,,1,Eye Shadow,Eyes,4.6
Rhe Cosmetics Makup Foundation Sponge - Black,Rhe,Cosmetics Makup Foundation Sponge - Black,,75,150,0.50,,6,2,30g,,30,Sponges & Applicators,Tools & Brushes,2.8
Maybelline New York Color Sensational Creamy Matte Lipstick ...,Maybelline,New York Color Sensational Creamy Matte Lipstick ...,,658,,,,6774019,20595,,,,Combos @ Nykaa,Combos @ Nykaa,4.3
Shills Professional Reusable Square Press On Nails - Lavende...,Shills,Professional Reusable Square Press On Nails - Lavende...,,199,,,,2,,24 pcs,,,Nail Art Kits,Nails,4.5
Matt look Zero Pore Oil Control Full Coverage Matte Foundati...,Matt,look Zero Pore Oil Control Full Coverage Matte Foundati...,,424,499,0.15,4,1,1,45ml,45,,Foundation,Face,5
Makeup Revolution Mascara - 5d Whip Lift,Makeup,Revolution Mascara - 5d Whip Lift,,949,950,,,3,,12ml,12,,Mascara,Eyes,4.3
Lakme Superglow Prep Cover Set Combo,Lakme,Superglow Prep Cover Set Combo,,1022,1135,0.10,,5381,503,3 Pcs,,,Makeup Combos,Makeup Kits & Combos,4.5
DeBelle Nail Lacquer Mademoiselle Set of 3,DeBelle,Nail Lacquer Mademoiselle Set of 3,,620,885,0.30,,24,1,24ml,24,,Nail Polish,Nails,4.4
Colors Queen Hd Oil Control Pan Cake Compact Powder,Colors,Queen Hd Oil Control Pan Cake Compact Powder,,240,369,0.35,3,2,,28g,,28,Compact,Face,2.5
Blue Heaven Must Haves Combo,Blue,Heaven Must Haves Combo,,236,290,0.19,,56661,1980,2 pcs,,,Makeup Combos,Makeup Kits & Combos,4.3
Miss Claire Make Up Palette 9940 Eyeshadow Palette,Miss,Claire Make Up Palette 9940 Eyeshadow Palette,,382,695,0.45,,19,9,32.40gm,,32.4,Eye Shadow,Eyes,4.2
Dear Dahlia Blooming Edition Paradise Soft Dream Blush,Dear,Dahlia Blooming Edition Paradise Soft Dream Blush,,3000,,,1,7,,5g,,5,Blush,Face,4.3
Benefit Cosmetics Dew The Benetint Full- Rose-Tinted Lip...,Benefit,Cosmetics Dew The Benetint Full- Rose-Tinted Lip...,NEW,4700,,,,,,31ml,31,,Makeup Kits,Makeup Kits & Combos,
Colors Queen Four Colors Highlighting Powder,Colors,Queen Four Colors Highlighting Powder,,389,599,0.35,2,2,,32g,,32,Highlighters,Face,1
